payment_id,order_id,customer_id,amount,payment_method,status,failure_reason,created_at,retry_count
PAY0092,ORD0092,CUST0111,5778,WALLET,captured,,2026-08-16T08:58:00,0
PAY0093,ORD0093,CUST0055,8874,WALLET,captured,,2026-08-04T20:40:00,0
PAY0094,ORD0094,CUST0169,1888,NETBANKING,captured,,2026-08-15T09:40:00,0
PAY0095,ORD0095,CUST0159,5990,UPI,captured,,2026-08-06T08:16:00,0
PAY0096,ORD0096,CUST0173,5584,CARD,captured,,2026-08-04T08:28:00,0
PAY0097,ORD0097,CUST0007,1256,CARD,captured,,2026-08-14T21:50:00,0
PAY0098,ORD0098,CUST0218,1692,WALLET,captured,,2026-08-15T07:56:00,0
PAY0099,ORD0099,CUST0148,3684,WALLET,captured,,2026-08-06T13:14:00,0
PAY0100,ORD0100,CUST0038,589,UPI,captured,,2026-08-05T23:30:00,0
PAY0101,ORD0101,CUST0046,8985,WALLET,failed,insufficient_funds,2026-08-11T09:17:00,0
PAY0102,ORD0102,CUST0035,8111,NETBANKING,captured,,2026-08-11T01:42:00,0
PAY0103,ORD0103,CUST0157,8769,WALLET,captured,,2026-08-13T11:12:00,0
PAY0104,ORD0104,CUST0115,3106,WALLET,captured,,2026-08-06T15:01:00,0
PAY0105,ORD0105,CUST0216,5042,WALLET,captured,,2026-08-07T05:58:00,0
PAY0106,ORD0106,CUST0113,1768,NETBANKING,captured,,2026-08-08T15:25:00,0
PAY0107,ORD0107,CUST0082,9348,UPI,failed,insufficient_funds,2026-08-04T11:27:00,3
PAY0108,ORD0108,CUST0181,4004,UPI,captured,,2026-08-08T12:42:00,0
PAY0109,ORD0109,CUST0139,8132,WALLET,failed,authentication_failed,2026-08-14T06:59:00,3
PAY0110,ORD0110,CUST0243,819,WALLET,captured,,2026-08-09T00:06:00,0
PAY0111,ORD0111,CUST0077,6888,WALLET,captured,,2026-08-13T10:15:00,0
PAY0112,ORD0112,CUST0205,4112,WALLET,captured,,2026-08-10T22:01:00,0
PAY0113,ORD0113,CUST0125,974,WALLET,captured,,2026-08-16T10:54:00,0
PAY0114,ORD0114,CUST0205,7123,CARD,captured,,2026-08-03T21:42:00,0
PAY0115,ORD0115,CUST0160,9250,UPI,captured,,2026-08-14T11:15:00,0
PAY0116,ORD0116,CUST0145,943,UPI,captured,,2026-08-04T02:06:00,0
PAY0117,ORD0117,CUST0222,8063,CARD,failed,authentication_failed,2026-08-05T19:35:00,2
PAY0118,ORD0118,CUST0117,5854,NETBANKING,captured,,2026-08-09T15:03:00,0
PAY0119,ORD0119,CUST0072,7405,NETBANKING,captured,,2026-08-11T16:51:00,0
PAY0120,ORD0120,CUST0005,9336,UPI,captured,,2026-08-08T23:07:00,0
PAY0121,ORD0121,CUST0058,1623,UPI,captured,,2026-08-06T15:02:00,0
PAY0122,ORD0122,CUST0052,832,CARD,captured,,2026-08-11T18:37:00,0
PAY0123,ORD0123,CUST0172,2373,CARD,captured,,2026-08-06T19:56:00,0
PAY0124,ORD0124,CUST0197,6542,CARD,captured,,2026-08-03T14:33:00,0
PAY0125,ORD0125,CUST0200,3182,NETBANKING,captured,,2026-08-01T14:01:00,0
PAY0126,ORD0126,CUST0238,5610,WALLET,captured,,2026-08-05T12:18:00,0
PAY0127,ORD0127,CUST0020,4477,UPI,captured,,2026-08-07T20:42:00,0
PAY0128,ORD0128,CUST0218,2482,UPI,captured,,2026-08-10T17:57:00,0
PAY0129,ORD0129,CUST0170,6570,UPI,captured,,2026-08-08T18:21:00,0
PAY0130,ORD0130,CUST0004,7381,WALLET,captured,,2026-08-09T05:48:00,0
PAY0131,ORD0131,CUST0163,8031,CARD,captured,,2026-08-12T20:56:00,0
PAY0132,ORD0132,CUST0248,4924,WALLET,captured,,2026-08-14T11:34:00,0
PAY0133,ORD0133,CUST0069,5779,CARD,captured,,2026-08-02T23:19:00,0
PAY0134,ORD0134,CUST0072,7884,CARD,captured,,2026-08-13T23:12:00,0
PAY0135,ORD0135,CUST0157,6708,NETBANKING,failed,network_error,2026-08-12T02:16:00,1
PAY0136,ORD0136,CUST0055,6312,NETBANKING,captured,,2026-08-14T13:34:00,0
PAY0137,ORD0137,CUST0180,5025,UPI,captured,,2026-08-05T08:20:00,0
PAY0138,ORD0138,CUST0022,4453,WALLET,captured,,2026-08-06T11:14:00,0
PAY0139,ORD0139,CUST0177,8299,WALLET,captured,,2026-08-01T09:25:00,0
PAY0140,ORD0140,CUST0024,5319,CARD,captured,,2026-08-06T12:52:00,0
PAY0141,ORD0141,CUST0079,6545,WALLET,captured,,2026-08-08T19:44:00,0
PAY0142,ORD0142,CUST0109,9516,NETBANKING,captured,,2026-08-11T07:48:00,0
PAY0143,ORD0143,CUST0070,5522,NETBANKING,captured,,2026-08-05T09:10:00,0
PAY0144,ORD0144,CUST0081,2457,CARD,captured,,2026-08-12T00:26:00,0
PAY0145,ORD0145,CUST0071,9094,NETBANKING,captured,,2026-08-05T10:00:00,0
PAY0146,ORD0146,CUST0076,4226,NETBANKING,captured,,2026-08-01T07:43:00,0
PAY0147,ORD0147,CUST0182,9250,CARD,captured,,2026-08-02T05:46:00,0
PAY0148,ORD0148,CUST0142,5285,CARD,captured,,2026-08-12T04:05:00,0
PAY0149,ORD0149,CUST0027,699,NETBANKING,captured,,2026-08-11T00:33:00,0
PAY0150,ORD0150,CUST0088,3519,UPI,captured,,2026-08-11T20:54:00,0
PAY0151,ORD0151,CUST0030,1569,WALLET,captured,,2026-08-14T03:07:00,0
PAY0152,ORD0152,CUST0162,1377,CARD,captured,,2026-08-13T19:23:00,0
PAY0153,ORD0153,CUST0243,5477,UPI,captured,,2026-08-03T16:41:00,0
PAY0154,ORD0154,CUST0143,7317,CARD,captured,,2026-08-09T15:44:00,0
PAY0155,ORD0155,CUST0116,7752,NETBANKING,captured,,2026-08-10T18:11:00,0
PAY0156,ORD0156,CUST0079,9815,UPI,captured,,2026-08-03T06:11:00,0
PAY0157,ORD0157,CUST0243,3903,CARD,captured,,2026-08-02T20:20:00,0
PAY0158,ORD0158,CUST0041,4428,CARD,captured,,2026-08-04T13:29:00,0
PAY0159,ORD0159,CUST0001,7192,WALLET,captured,,2026-08-11T16:38:00,0
PAY0160,ORD0160,CUST0075,1033,CARD,captured,,2026-08-07T10:24:00,0
PAY0161,ORD0161,CUST0180,7937,UPI,captured,,2026-08-07T00:28:00,0
PAY0162,ORD0162,CUST0202,3740,WALLET,captured,,2026-08-06T02:46:00,0
PAY0163,ORD0163,CUST0166,2940,NETBANKING,captured,,2026-08-02T14:59:00,0
PAY0164,ORD0164,CUST0016,3217,NETBANKING,captured,,2026-08-13T22:51:00,0
PAY0165,ORD0165,CUST0236,5227,WALLET,captured,,2026-08-07T22:04:00,0
PAY0166,ORD0166,CUST0180,7093,NETBANKING,captured,,2026-08-12T05:40:00,0
PAY0167,ORD0167,CUST0113,1816,UPI,captured,,2026-08-08T08:01:00,0
PAY0168,ORD0168,CUST0155,4601,UPI,failed,limit_exceeded,2026-08-16T07:09:00,0
PAY0169,ORD0169,CUST0211,4914,UPI,captured,,2026-08-04T23:40:00,0
PAY0170,ORD0170,CUST0121,9001,WALLET,captured,,2026-08-05T03:07:00,0
PAY0171,ORD0171,CUST0150,7640,WALLET,captured,,2026-08-11T16:41:00,0
PAY0172,ORD0172,CUST0090,7189,NETBANKING,captured,,2026-08-03T09:07:00,0
PAY0173,ORD0173,CUST0220,3133,NETBANKING,captured,,2026-08-12T06:35:00,0
PAY0174,ORD0174,CUST0074,7060,UPI,captured,,2026-08-08T03:46:00,0
PAY0175,ORD0175,CUST0065,5795,UPI,captured,,2026-08-10T04:44:00,0
PAY0176,ORD0176,CUST0222,8930,UPI,captured,,2026-08-13T08:19:00,0
PAY0177,ORD0177,CUST0119,7269,UPI,captured,,2026-08-09T05:34:00,0
PAY0178,ORD0178,CUST0160,8666,WALLET,captured,,2026-08-05T15:10:00,0
PAY0179,ORD0179,CUST0069,9497,CARD,captured,,2026-08-10T23:16:00,0
PAY0180,ORD0180,CUST0226,8440,UPI,failed,limit_exceeded,2026-08-04T14:29:00,1
PAY0181,ORD0181,CUST0080,9523,UPI,captured,,2026-08-03T02:54:00,0
PAY0182,ORD0182,CUST0058,2357,WALLET,captured,,2026-08-15T17:44:00,0
PAY0183,ORD0183,CUST0214,3021,WALLET,captured,,2026-08-07T15:23:00,0
PAY0184,ORD0184,CUST0131,4978,WALLET,captured,,2026-08-11T17:53:00,0
PAY0185,ORD0185,CUST0063,7982,CARD,captured,,2026-08-14T15:20:00,0
PAY0186,ORD0186,CUST0131,2735,UPI,captured,,2026-08-10T10:36:00,0
PAY0187,ORD0187,CUST0088,8817,NETBANKING,captured,,2026-08-07T10:28:00,0
PAY0188,ORD0188,CUST0186,5390,WALLET,captured,,2026-08-11T03:52:00,0
PAY0189,ORD0189,CUST0138,8434,NETBANKING,captured,,2026-08-13T08:47:00,0
PAY0190,ORD0190,CUST0097,7959,NETBANKING,captured,,2026-08-06T10:25:00,0
PAY0191,ORD0191,CUST0147,6773,CARD,captured,,2026-08-10T08:20:00,0
PAY0192,ORD0192,CUST0012,5712,WALLET,captured,,2026-08-09T16:12:00,0
PAY0193,ORD0193,CUST0099,2991,WALLET,captured,,2026-08-03T20:56:00,0
PAY0194,ORD0194,CUST0129,5938,UPI,captured,,2026-08-11T00:27:00,0
PAY0195,ORD0195,CUST0026,9116,WALLET,failed,insufficient_funds,2026-08-15T21:35:00,3
PAY0196,ORD0196,CUST0249,3028,UPI,captured,,2026-08-07T00:44:00,0
PAY0197,ORD0197,CUST0087,7011,UPI,captured,,2026-08-16T08:17:00,0
PAY0198,ORD0198,CUST0220,9241,WALLET,captured,,2026-08-15T06:18:00,0
PAY0199,ORD0199,CUST0184,8493,UPI,captured,,2026-08-06T08:12:00,0
PAY0200,ORD0200,CUST0162,5207,CARD,captured,,2026-08-10T21:00:00,0
PAY0201,ORD0201,CUST0026,2145,WALLET,captured,,2026-08-07T19:32:00,0
PAY0202,ORD0202,CUST0232,973,UPI,captured,,2026-08-02T06:38:00,0
PAY0203,ORD0203,CUST0076,6372,NETBANKING,captured,,2026-08-06T13:21:00,0
PAY0204,ORD0204,CUST0136,7250,CARD,captured,,2026-08-02T19:07:00,0
PAY0205,ORD0205,CUST0157,6766,CARD,captured,,2026-08-14T06:28:00,0
PAY0206,ORD0206,CUST0037,4303,WALLET,captured,,2026-08-11T10:59:00,0
PAY0207,ORD0207,CUST0066,652,WALLET,captured,,2026-08-16T10:03:00,0
PAY0208,ORD0208,CUST0140,3087,UPI,captured,,2026-08-08T20:43:00,0
PAY0209,ORD0209,CUST0151,5400,WALLET,captured,,2026-08-11T09:29:00,0
PAY0210,ORD0210,CUST0217,5448,CARD,captured,,2026-08-11T23:53:00,0
PAY0211,ORD0211,CUST0028,4385,WALLET,captured,,2026-08-14T01:55:00,0
PAY0212,ORD0212,CUST0076,5336,UPI,captured,,2026-08-15T23:28:00,0
PAY0213,ORD0213,CUST0102,4996,UPI,captured,,2026-08-02T02:47:00,0
PAY0214,ORD0214,CUST0234,8637,NETBANKING,captured,,2026-08-06T05:40:00,0
PAY0215,ORD0215,CUST0156,6271,CARD,captured,,2026-08-15T03:05:00,0
PAY0216,ORD0216,CUST0065,2739,UPI,captured,,2026-08-15T16:59:00,0
PAY0217,ORD0217,CUST0011,5560,WALLET,failed,network_error,2026-08-03T01:13:00,1
PAY0218,ORD0218,CUST0233,5334,NETBANKING,captured,,2026-08-04T23:55:00,0
PAY0219,ORD0219,CUST0052,2664,NETBANKING,captured,,2026-08-07T04:50:00,0
PAY0220,ORD0220,CUST0213,3194,NETBANKING,captured,,2026-08-11T23:09:00,0
PAY0221,ORD0221,CUST0248,5334,NETBANKING,captured,,2026-08-11T15:46:00,0
PAY0222,ORD0222,CUST0247,1732,CARD,captured,,2026-08-06T03:12:00,0
PAY0223,ORD0223,CUST0221,7010,NETBANKING,captured,,2026-08-09T23:29:00,0
PAY0224,ORD0224,CUST0004,4831,UPI,captured,,2026-08-16T07:27:00,0
PAY0225,ORD0225,CUST0192,4794,WALLET,captured,,2026-08-09T10:52:00,0
PAY0226,ORD0226,CUST0028,4329,WALLET,failed,limit_exceeded,2026-08-14T21:11:00,2
PAY0227,ORD0227,CUST0057,1534,WALLET,captured,,2026-08-07T21:02:00,0
PAY0228,ORD0228,CUST0167,7188,UPI,failed,bank_error,2026-08-12T05:02:00,2
PAY0229,ORD0229,CUST0030,2091,CARD,captured,,2026-08-04T02:05:00,0
PAY0230,ORD0230,CUST0100,7931,NETBANKING,captured,,2026-08-13T07:01:00,0
PAY0231,ORD0231,CUST0108,3030,WALLET,captured,,2026-08-12T03:14:00,0
PAY0232,ORD0232,CUST0158,7185,NETBANKING,failed,network_error,2026-08-11T02:08:00,1
PAY0233,ORD0233,CUST0114,4367,NETBANKING,captured,,2026-08-09T08:36:00,0
PAY0234,ORD0234,CUST0140,6375,UPI,captured,,2026-08-05T07:39:00,0
PAY0235,ORD0235,CUST0248,2500,WALLET,captured,,2026-08-05T19:50:00,0
PAY0236,ORD0236,CUST0165,848,UPI,captured,,2026-08-06T13:01:00,0
PAY0237,ORD0237,CUST0033,9749,CARD,failed,limit_exceeded,2026-08-14T08:14:00,1
PAY0238,ORD0238,CUST0056,4316,NETBANKING,captured,,2026-08-14T13:29:00,0
PAY0239,ORD0239,CUST0001,5041,CARD,captured,,2026-08-13T07:01:00,0
PAY0240,ORD0240,CUST0065,3357,UPI,captured,,2026-08-01T14:04:00,0
PAY0241,ORD0241,CUST0034,742,NETBANKING,captured,,2026-08-06T09:56:00,0
PAY0242,ORD0242,CUST0151,5803,UPI,failed,bank_error,2026-08-10T13:54:00,1
PAY0243,ORD0243,CUST0135,2361,UPI,captured,,2026-08-09T05:43:00,0
PAY0244,ORD0244,CUST0132,2285,WALLET,captured,,2026-08-14T23:55:00,0
PAY0245,ORD0245,CUST0012,9042,NETBANKING,captured,,2026-08-01T17:00:00,0
PAY0246,ORD0246,CUST0016,8346,WALLET,captured,,2026-08-03T10:57:00,0
PAY0247,ORD0247,CUST0126,7766,UPI,captured,,2026-08-08T07:54:00,0
PAY0248,ORD0248,CUST0156,2929,UPI,failed,limit_exceeded,2026-08-09T16:01:00,2
PAY0249,ORD0249,CUST0153,9191,NETBANKING,captured,,2026-08-14T18:38:00,0
PAY0250,ORD0250,CUST0111,2123,UPI,captured,,2026-08-15T19:29:00,0
PAY0251,ORD0251,CUST0225,9532,CARD,captured,,2026-08-06T04:47:00,0
PAY0252,ORD0252,CUST0106,6052,WALLET,captured,,2026-08-03T03:55:00,0
PAY0253,ORD0253,CUST0081,7491,NETBANKING,captured,,2026-08-09T12:25:00,0
PAY0254,ORD0254,CUST0245,2999,WALLET,failed,bank_error,2026-08-10T19:51:00,0
PAY0255,ORD0255,CUST0025,6604,CARD,captured,,2026-08-14T08:17:00,0
PAY0256,ORD0256,CUST0245,9700,NETBANKING,captured,,2026-08-10T08:21:00,0
PAY0257,ORD0257,CUST0091,7428,UPI,captured,,2026-08-14T15:54:00,0
PAY0258,ORD0258,CUST0080,6260,UPI,captured,,2026-08-05T20:11:00,0
PAY0259,ORD0259,CUST0040,8399,CARD,captured,,2026-08-08T23:12:00,0
PAY0260,ORD0260,CUST0217,9612,NETBANKING,captured,,2026-08-07T08:08:00,0
PAY0261,ORD0261,CUST0147,4204,WALLET,captured,,2026-08-15T03:32:00,0
PAY0262,ORD0262,CUST0158,9620,UPI,captured,,2026-08-15T23:15:00,0
PAY0263,ORD0263,CUST0213,4880,UPI,captured,,2026-08-08T00:44:00,0
PAY0264,ORD0264,CUST0236,6066,NETBANKING,failed,insufficient_funds,2026-08-02T14:00:00,3
PAY0265,ORD0265,CUST0037,1001,UPI,captured,,2026-08-05T21:29:00,0
PAY0266,ORD0266,CUST0097,7377,WALLET,captured,,2026-08-09T10:05:00,0
PAY0267,ORD0267,CUST0080,5813,UPI,captured,,2026-08-04T12:58:00,0
PAY0268,ORD0268,CUST0041,1314,UPI,captured,,2026-08-16T01:30:00,0
PAY0269,ORD0269,CUST0109,8456,WALLET,captured,,2026-08-05T21:43:00,0
PAY0270,ORD0270,CUST0194,8893,UPI,captured,,2026-08-03T12:33:00,0
PAY0271,ORD0271,CUST0073,8471,NETBANKING,failed,authentication_failed,2026-08-01T04:11:00,0
PAY0272,ORD0272,CUST0053,5437,CARD,captured,,2026-08-06T19:32:00,0
PAY0273,ORD0273,CUST0075,5874,UPI,failed,authentication_failed,2026-08-03T22:33:00,1
PAY0274,ORD0274,CUST0098,9224,CARD,captured,,2026-08-16T04:50:00,0
PAY0275,ORD0275,CUST0207,6301,UPI,captured,,2026-08-01T23:06:00,0
PAY0276,ORD0276,CUST0112,806,WALLET,captured,,2026-08-08T02:58:00,0
PAY0277,ORD0277,CUST0148,7532,WALLET,captured,,2026-08-10T12:06:00,0
PAY0278,ORD0278,CUST0075,2386,WALLET,failed,network_error,2026-08-15T01:34:00,1
PAY0279,ORD0279,CUST0118,6427,UPI,captured,,2026-08-03T09:48:00,0
PAY0280,ORD0280,CUST0063,7637,WALLET,captured,,2026-08-10T00:08:00,0
PAY0281,ORD0281,CUST0223,5582,NETBANKING,captured,,2026-08-04T19:49:00,0
PAY0282,ORD0282,CUST0020,8862,UPI,captured,,2026-08-05T09:53:00,0
PAY0283,ORD0283,CUST0232,6223,NETBANKING,captured,,2026-08-15T16:29:00,0
PAY0284,ORD0284,CUST0209,2918,CARD,captured,,2026-08-06T19:47:00,0
PAY0285,ORD0285,CUST0051,3341,CARD,captured,,2026-08-15T21:59:00,0
PAY0286,ORD0286,CUST0020,3401,WALLET,captured,,2026-08-13T19:52:00,0
PAY0287,ORD0287,CUST0195,9993,WALLET,captured,,2026-08-13T20:17:00,0
PAY0288,ORD0288,CUST0165,5794,NETBANKING,captured,,2026-08-02T13:17:00,0
PAY0289,ORD0289,CUST0121,7744,NETBANKING,captured,,2026-08-14T10:59:00,0
PAY0290,ORD0290,CUST0015,6265,UPI,captured,,2026-08-11T06:48:00,0
PAY0291,ORD0291,CUST0010,1431,NETBANKING,captured,,2026-08-02T17:54:00,0
PAY0292,ORD0292,CUST0166,1978,WALLET,captured,,2026-08-13T14:43:00,0
PAY0293,ORD0293,CUST0245,1171,WALLET,captured,,2026-08-14T00:12:00,0
PAY0294,ORD0294,CUST0167,3583,NETBANKING,captured,,2026-08-12T09:48:00,0
PAY0295,ORD0295,CUST0039,1512,WALLET,captured,,2026-08-08T19:33:00,0
PAY0296,ORD0296,CUST0183,1880,CARD,failed,authentication_failed,2026-08-12T22:12:00,3
PAY0297,ORD0297,CUST0134,3099,NETBANKING,captured,,2026-08-07T10:29:00,0
PAY0298,ORD0298,CUST0100,7196,NETBANKING,captured,,2026-08-02T04:35:00,0
PAY0299,ORD0299,CUST0203,5981,UPI,captured,,2026-08-13T16:43:00,0
PAY0300,ORD0300,CUST0174,6832,NETBANKING,captured,,2026-08-15T22:34:00,0
PAY0301,ORD0301,CUST0247,2962,NETBANKING,captured,,2026-08-16T02:25:00,0
PAY0302,ORD0302,CUST0037,6230,NETBANKING,captured,,2026-08-16T01:36:00,0
PAY0303,ORD0303,CUST0101,2611,UPI,captured,,2026-08-09T13:43:00,0
PAY0304,ORD0304,CUST0165,5880,CARD,captured,,2026-08-12T23:28:00,0
PAY0305,ORD0305,CUST0024,7436,NETBANKING,failed,network_error,2026-08-05T20:58:00,1
PAY0306,ORD0306,CUST0088,8466,CARD,captured,,2026-08-04T03:07:00,0
